제품,제품특성
B002-01783-00003,비타민C:2999mg 1일 총 섭취량:1포 제품용량:3개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:물에 섞어서 섭취대상:성인남녀 영양소 원료명(식약처고시)_A:비타민C 3000 3g x 90포
B002-01783-00004,"제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 비오틴:5000µg :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:3개월분 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 일 100%이상 영양소 수:11개 비타민B1:50mg 비타민B2:40mg 비타민B6:50mg 비타민B12:50µg :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 일 100%이상 영양소 수:11개 비타민B1:50mg 비타민B2:40mg 비타민B6:50mg 비타민B12:72µg :1개 9 60정"
B002-01783-00005,"제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:3개월분 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 일 100%이상 영양소 수:11개 비타민B1:50mg 비타민B2:40mg 비타민B6:50mg 비타민B12:50µg :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 일 100%이상 영양소 수:11개 비타민B1:50mg 비타민B2:40mg 비타민B6:50mg 비타민B12:72µg :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:2개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 비오틴:5000µg :1개 11 800mg x 90정"
B002-01783-00006,"비타민D:10µg 섭취대상:유아/청소년 1일 총 섭취량:1정 제품용량:3개월분 제품타입:츄어블 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):면역력 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 :1개, 칼슘:232mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):아연 섭취대상:유아/청소년 1일 총 섭취량:2정 제품용량:3개월분 제품타입:츄어블 섭취횟수:하루 두 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 :1개, 칼슘:210mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):아연 섭취대상:유아/청소년 1일 총 섭취량:1포 제품용량:14일분 제품타입:구미/젤리 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 :1개, 아연:6mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):아연 섭취대상:유아/청소년 1일 총 섭취량:1포 제품용량:15일분 제품타입:구미/젤리 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):면역력 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 비타민A:350µgRE 비타민C:50mg 비타민D:5µg 비타민E:5.5mg(a-TE) 섭취대상:유아/청소년 권장섭취연령:만 3세 이상 제품타입:츄어블 제품용량:3개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:씹어서 :1개, 생균:40억 CFU 1일 총 섭취량:1포 제품용량:2개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:유아/청소년 주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 :1개, 칼슘:210mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):아연 섭취대상:유아/청소년 1일 총 섭취량:2정 제품용량:2개월분 제품타입:츄어블 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 :1개, 비타민D:10µg 섭취대상:유아/청소년 1일 총 섭취량:1포 제품용량:1개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연, 생균:40억 CFU 1일 총 섭취량:1포 제품용량:2개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:유아/청소년 주요 기능성(식약처인증):장건강 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 1.5g x 30포"
B002-03654-00001,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):단백질 1일 기준치 충족 영양소 수:3개 비타민A:360µgRE 비타민C:35mg 비타민D:2.5µg 비타민E:3.7mg(a-TE) 섭취대상:유아/청소년 제품타입:구미/젤리 제품용량:1개월분 1일 총 섭취량:2개 섭취횟수:하루 한 번 섭취방법:씹어서 :1개 4g x 60구미
B002-02605-00001,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:10개 비타민A:450µgRE 비타민C:60mg 비타민E:7mg(a-TE) 섭취대상:유아/청소년 제품타입:구미/젤리 제품용량:45일분 1일 총 섭취량:2개 섭취횟수:하루 한 번 섭취방법:씹어서 :1개 4g x 90개
B002-01915-00008,1일 총 섭취량:1포 제품용량:100일분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:바로 음용 섭취대상:성인남녀 영양소 원료명(식약처고시)_A:비타민C 3000 3g x 100포
B002-01915-00009,제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:1정 제품용량:3개월분 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 일 100%이상 영양소 수:8개 비타민B1:1.2mg 비타민B2:1.4mg 비타민B6:1.5mg 비타민B12:2.4µg :1개 500mg x 90정
B002-01915-00010,"칼슘:300mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):아연 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:3개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:19개 비타민A:700µgRE 비타민C:100mg 비타민D:10µg 비타민E:11mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:3개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 비타민D:50µg 섭취대상:유아/청소년 1일 총 섭취량:1정 제품용량:3개월분 제품타입:츄어블 섭취횟수:하루 한 번 섭취방법:씹어서 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:1개 비타민A:210µgRE 비타민C:30mg 비타민D:3µg 비타민E:3.3mg(a-TE) 섭취대상:유아/청소년 제품타입:츄어블 제품용량:3개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:씹어서 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 두 번 1일 총 섭취량:2정 제품용량:1개월분 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D MSM:1500mg :1개, 제품타입:츄어블 섭취방법:씹어서 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2정 제품용량:1개월분 영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A제품유형:비타민D :비오틴, 주요 기능성(식약처인증):혈행개선 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E DHA+EPA:600mg 종류:rTG 종류:동물성 제품타입:베지캡슐 섭취대상:성인남녀 제품용량:1개월분 1일 총 섭취량:1캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개 2000IU 츄어블 키즈 1000mg x 90정"
B002-01915-00011,제품용량_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A:3개월분 600mg x 90정
B002-01915-00012,"주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):마그네슘 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:19개 비타민A:700µgRE 비타민C:100mg 비타민D:10µg 비타민E:11mg(a-TE) 섭취대상:성인남녀 제품타입:정 제품용량:3개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:1개 비타민A:210µgRE 비타민C:30mg 비타민D:3µg 비타민E:3.3mg(a-TE) 섭취대상:유아/청소년 제품타입:츄어블 제품용량:3개월분 1일 총 섭취량:1정 섭취횟수:하루 한 번 섭취방법:씹어서 :1개 17 츄어블 키즈 90정"
B002-01976-00003,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:12개 비타민C:112mg 비타민D:10.2µg 섭취대상:임산부 제품타입:정 제품용량:1개월분 1일 총 섭취량:6정 섭취횟수:하루 세 번 섭취방법:물과 함께 :1개 500mg x 180정
B002-01976-00004,"주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 영양소 원료명(식약처고시):단백질 1일 기준치 충족 영양소 수:11개 비타민C:100mg 섭취대상:성인남녀 제품타입:정 제품용량:1개월분 1일 총 섭취량:6정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 1일 기준치 충족 영양소 수:1개 비타민C:32.2mg 섭취대상:유아/청소년 제품타입:정 제품용량:1개월분 1일 총 섭취량:2정 섭취횟수:하루 한 번 섭취방법:씹어서 :1개 500mg x 180정"
B002-01976-00006,"비타민C:100mg 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):구리 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):망간 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 영양소 원료명(식약처고시):단백질 1일 기준치 충족 영양소 수:11개 비타민C:100mg 섭취대상:성인남녀 제품타입:정 제품용량:1개월분 1일 총 섭취량:6정 섭취횟수:하루 한 번 섭취방법:물과 함께 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 1일 기준치 충족 영양소 수:1개 비타민C:32.2mg 섭취대상:유아/청소년 제품타입:정 제품용량:1개월분 1일 총 섭취량:2정 섭취횟수:하루 한 번 섭취방법:씹어서 :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:12개 비타민C:112mg 비타민D:10.2µg 섭취대상:임산부 제품타입:정 제품용량:1개월분 1일 총 섭취량:6정 섭취횟수:하루 세 번 섭취방법:물과 함께 :1개 600mg x 60정"
B002-01976-00007,"비타민D:25µg 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 비타민D:50µg 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D :1개, 칼슘:600mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 섭취대상:성인남녀 1일 총 섭취량:3정 제품용량:1개월분 제품타입:정 섭취횟수:하루 세 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 :1개, 총 플라보노이드:17mg 주원료:기타 1일 총 섭취량:2정 제품용량:1개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):항산화 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 실리마린:130mg 1일 총 섭취량:1정 제품용량:1개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):간건강 영양소 원료명(식약처고시):비타민D :1개, 비타민D:25µg 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 주요 기능성(식약처인증):관절/뼈건강 영양소 원료명(식약처고시):비타민D :1개, 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):비오틴 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):셀레늄(셀렌) 영양소 원료명(식약처고시):크롬 1일 기준치 충족 영양소 수:12개 비타민C:112mg 비타민D:10.2µg 섭취대상:임산부 제품타입:정 제품용량:1개월분 1일 총 섭취량:6정 섭취횟수:하루 세 번 섭취방법:물과 함께 :1개, 생균:50억 CFU 1일 총 섭취량:1포 제품용량:1개월분 제품타입:분말 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인여성 주요 기능성(식약처인증):질건강 영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A:비타민D, 칼슘:210mg 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):칼슘 영양소 원료명(식약처고시):마그네슘 섭취대상:유아/청소년 1일 총 섭취량:3정 제품용량:1개월분 제품타입:츄어블 섭취횟수:하루 한 번 섭취방법:씹어서 :1개, 제품타입_A섭취방법:캡슐 섭취대상:물과 함께 섭취횟수:성인여성 1일 총 섭취량:하루 한 번 제품용량:2캡슐 주요 기능성(식약처인증):1개월분 영양소 원료명(식약처고시):갱년기 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민K 영양소 원료명(식약처고시):셀레늄(셀렌) 제품유형_A:망간, 루테인:20mg 지아잔틴:4mg 1일 총 섭취량:1캡슐 제품용량:1개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):눈건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):베타카로틴 영양소 원료명(식약처고시):엽산 :1개, 루테인:20mg 1일 총 섭취량:1캡슐 제품용량:1개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):눈건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):베타카로틴 영양소 원료명(식약처고시):엽산 :1개, 루테인:20mg 1일 총 섭취량:1캡슐 제품용량:4개월분 제품타입:캡슐 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):눈건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):베타카로틴 영양소 원료명(식약처고시):엽산 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:4정 제품용량:2개월분 주요 기능성(식약처인증):피부건강 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):아연 총 엽록소:10mg 제품유형:건강기능식품 :1개, 제품타입:정 섭취방법:물과 함께 섭취대상:성인남녀 섭취횟수:하루 한 번 1일 총 섭취량:2정 제품용량:1개월분 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):마그네슘 마그네슘:315mg 1000 60정"
B002-01976-00008,"비타민D:25µg 섭취대상:성인남녀 1일 총 섭취량:1정 제품용량:2개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):셀레늄(셀렌) :1개, 실리마린:130mg 1일 총 섭취량:1정 제품용량:1개월분 제품타입:정 섭취횟수:하루 한 번 섭취방법:물과 함께 섭취대상:성인남녀 주요 기능성(식약처인증):간건강 영양소 원료명(식약처고시):비타민D :1개 1000 IU 300mg x 60정"
B002-01976-00009,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):망간 영양소 원료명(식약처고시):몰리브덴 1일 기준치 충족 영양소 수:1개 비타민C:32.2mg 섭취대상:유아/청소년 제품타입:정 제품용량:1개월분 1일 총 섭취량:2정 섭취횟수:하루 한 번 섭취방법:씹어서 :1개 1400mg x 60정
B002-00597-00001,섭취대상:임산부 영양소 원료명(식약처고시)_A:비타민C 650mg x 60정
B002-00597-00002,영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A영양소 원료명(식약처고시)_A섭취대상:엽산 :비오틴 750mg x 60정
B002-01188-00001,"비타민D:10µg 섭취대상:유아/청소년 1일 총 섭취량:1방울 제품용량:개인별 다름 제품타입:액상 섭취횟수:하루 한 번 섭취방법:바로 음용 영양소 원료명(식약처고시)_A:비타민D, 1일 총 섭취량:1개 제품타입:액상 섭취횟수:하루 한 번 주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민D :1개 400IU 6ml"
B002-01188-00002,주요 기능성(식약처인증):영양보충 영양소 원료명(식약처고시):비타민A 영양소 원료명(식약처고시):비타민D 영양소 원료명(식약처고시):비타민E 영양소 원료명(식약처고시):비타민B1 영양소 원료명(식약처고시):비타민B2 영양소 원료명(식약처고시):비타민B6 영양소 원료명(식약처고시):비타민B12 영양소 원료명(식약처고시):비타민C 영양소 원료명(식약처고시):나이아신 영양소 원료명(식약처고시):판토텐산 영양소 원료명(식약처고시):엽산 영양소 원료명(식약처고시):철 영양소 원료명(식약처고시):아연 영양소 원료명(식약처고시):망간 1일 기준치 충족 영양소 수:8개 비타민A:227.7µgRE 비타민C:151mg 비타민D:10µg 비타민E:3mg(a-TE) 섭취대상:유아/청소년 제품타입:츄어블 제품용량:50일분 1일 총 섭취량:2정 섭취횟수:하루 두 번 섭취방법:씹어서 :1개 1200mg x 100정
